price,pyung,firm,age,educ,subway,hhs,recon
6.5,15,1.3,32,7,14,312,0
14.2,31,1.6,16,12,19,1323,0
4.4,18,1.1,2,10,16,200,0
7.7,22,0.5,31,14,23,272,6
6.2,13,1.1,19,16,6,787,0
3.7,11,0.8,25,9,11,243,0
9.6,34,1,15,7,22,290,0
6.6,25,0.6,29,10,19,258,0
14.6,54,0.9,17,12,16,144,0
8.8,17,0.9,16,15,14,633,0
6.9,16,1.5,3,15,15,210,0
1.9,21,1.6,18,5,11,201,0
15.9,41,1.5,17,8,17,1973,0
15.5,51,0.6,27,11,12,234,0
8.7,21,1.9,13,17,18,110,0
5.3,9,0.5,30,7,14,308,0
6.1,40,0.5,35,13,10,244,0
11.1,25,0.7,20,9,15,379,0
9.1,30,0.5,36,6,12,303,3
10.6,43,2.9,21,16,12,128,0
14.3,34,0.8,2,8,10,325,0
2.9,17,2.5,10,7,19,264,0
1.4,13,0.4,2,6,13,724,0
2,17,1.1,12,10,19,461,0
2.8,9,0.8,14,9,15,628,0
5.5,21,0.8,36,7,17,238,0
5.8,17,0.7,2,14,19,202,0
5.6,16,1,12,15,14,806,0
8.5,32,3,12,13,15,110,0
2.5,18,1.3,2,10,18,136,0
6.6,28,0.8,21,9,9,157,0
6.5,31,1.6,38,6,18,657,0
10.3,21,1.5,12,18,15,194,0
5,20,1.6,13,16,13,183,0
8.8,23,1,16,13,13,225,0
3.6,12,1.3,9,8,18,163,0
13.2,32,1.8,18,4,19,258,0
2.9,15,4.9,16,10,6,116,0
2.2,11,2.1,30,12,9,678,0
12.3,21,0.6,7,13,9,1133,0
0.3,15,1.1,34,9,16,503,0
16.8,37,0.4,35,12,14,701,0
7.9,27,0.4,28,9,16,144,0
14.5,32,0.4,34,13,16,243,0
11,40,1,36,7,20,640,0
2,21,0.6,35,8,19,206,0
1.9,11,1.3,12,14,11,520,0
10.7,35,2.9,10,7,17,947,0
3.6,21,3.2,5,7,14,268,0
9.5,28,1.2,29,12,16,154,0
6.6,17,1.1,2,10,17,306,0
5.4,30,0.7,6,10,18,169,0
14.9,41,0.7,21,15,12,219,0
15.6,40,0.9,25,7,17,543,7
12.2,18,1.4,8,9,19,1002,0
3.7,17,1.4,35,9,3,209,0
6.7,19,0.7,15,7,13,140,0
9,23,0.9,23,15,14,229,0
7,9,1.3,17,12,19,174,0
13,23,0.6,14,9,18,1487,0
5.1,18,2.1,17,10,12,791,0
4.7,19,1.1,30,9,15,434,0
11.1,19,2.2,18,16,14,215,0
3.4,23,2.4,17,14,16,198,0
3.6,25,1.7,0,10,23,439,0
14.1,37,1.1,19,19,16,107,0
8.6,36,0.6,1,9,12,247,0
7.6,29,0.8,27,12,16,178,0
4.4,18,0.6,16,16,12,476,0
2.5,26,1.5,27,15,23,180,0
9.5,13,0.7,24,15,12,166,0
0.3,8,0.5,28,6,15,442,0
9.6,17,0.5,31,11,11,302,10
6.7,28,0.3,7,12,21,276,0
8,15,0.9,26,9,12,345,0
9.3,14,0.8,2,8,18,504,0
7,25,3.5,24,8,6,186,0
11.1,23,1.3,6,7,11,173,0
2.8,21,0.9,23,7,18,899,0
6,30,0.6,36,13,16,173,7
12.3,44,1.3,8,18,17,499,0
9.4,40,0.4,14,15,13,178,0
7.3,20,1,8,5,13,405,0
8.8,36,0.4,14,19,21,168,0
4.5,17,0.5,4,7,15,432,0
7.3,37,1,29,9,18,600,0
5.3,24,1,6,16,11,206,0
8.5,25,0.8,27,16,19,198,0
8.9,19,0.9,21,6,7,680,0
19.5,59,0.6,37,12,11,493,0
6.6,18,1,16,7,11,205,0
0.6,8,2,28,12,23,711,0
17.4,76,0.5,23,12,14,361,0
5.5,25,0.9,34,9,14,518,0
16.4,49,1,12,16,11,197,0
6.5,37,1,2,15,13,247,0
2.6,5,0.6,24,4,18,353,0
7.7,32,0.5,10,10,13,363,0
3.8,25,2.8,24,14,19,300,0
3,11,1.8,3,7,14,322,0
11.1,40,1.6,33,7,11,157,0
8.1,9,0.7,40,6,12,483,0
10.2,32,0.7,15,8,16,289,0
7.7,28,0.8,2,9,14,231,0
7.6,32,0.6,19,9,19,187,0
6.7,30,0.8,16,10,12,243,0
6.4,31,1.1,5,10,19,259,0
4.4,21,0.7,29,18,8,377,0
10,19,0.4,29,6,18,242,0
10.6,23,1.2,36,14,16,391,0
15.5,45,1.3,7,14,11,204,0
10.5,17,0.3,9,12,12,1167,0
9,24,0.8,8,17,12,226,0
9.2,41,2.6,9,8,15,300,0
10.4,11,0.3,20,16,13,497,0
8.8,21,0.6,29,8,17,177,2
7,22,0.5,40,7,11,260,0
5.1,15,1.8,28,10,19,159,0
10.1,26,1.5,12,13,18,380,0
7.2,18,2,19,14,19,145,0
12.1,48,2.5,28,8,16,175,0
15.5,34,1.2,17,5,15,624,0
8,19,3.7,15,10,8,166,0
20.9,63,1,40,7,12,917,0
7.1,8,0.8,35,13,7,335,0
3,4,0.5,17,11,9,247,0
12.5,21,1,8,7,13,1543,0
11.4,18,0.9,26,15,16,472,6
4.7,21,0.5,22,8,15,246,0
7,19,0.3,17,4,18,504,0
14.6,26,1.1,26,16,13,1413,0
0.4,8,0.6,12,9,17,293,0
8,34,1.2,18,8,16,415,0
23.3,17,0.5,1,10,18,3617,0
7.8,15,3.3,33,9,17,282,0
9.4,10,0.6,29,5,17,145,0
7.7,24,1.1,29,8,12,228,0
13,25,0.6,22,9,15,243,0
12.7,28,0.3,14,8,21,318,0
14,24,0.7,23,9,11,453,0
1.1,18,1.2,7,10,15,225,0
15.4,53,0.9,5,5,23,215,0
14.8,28,1.3,26,7,7,538,8
3.4,21,2.4,3,12,4,201,0
6.7,12,0.3,25,16,17,455,0
12.2,20,0.8,24,7,8,237,0
17,51,0.6,29,13,17,906,0
5.4,11,0.4,27,14,17,128,0
6.8,17,0.9,10,14,8,319,0
8.3,12,0.8,6,15,18,224,0
8.6,17,1.8,8,19,11,212,0
7.7,18,3.1,23,18,4,238,0
7.5,30,1.3,5,12,18,200,0
11.7,21,2,16,14,16,1054,0
10.2,36,0.3,6,12,12,199,0
2.4,10,1.2,6,6,7,287,0
20.7,42,2.1,6,15,19,388,0
7.2,16,1.3,10,6,12,742,0
6.3,17,0.7,33,6,18,372,0
5.7,7,1.2,6,10,14,859,0
5,18,2.5,25,4,16,175,8
3.3,10,1,5,8,19,171,0
6.8,21,1.1,23,9,18,383,0
8.4,45,0.4,1,7,17,143,0
10.9,32,0.7,28,14,18,451,0
10.7,32,1.2,26,20,11,1160,0
7.8,24,0.3,10,16,15,158,0
2,15,2.4,14,10,14,178,0
3.7,15,1.3,39,14,21,373,0
4.2,17,1.3,19,11,17,496,0
9.6,40,0.9,5,4,19,754,0
9.5,19,1.3,21,15,16,261,0
15.7,29,2.8,18,14,13,382,0
5.7,8,1.6,10,9,15,161,0
4.9,18,0.4,7,17,8,473,0
3.3,14,0.9,32,9,8,384,0
7.9,37,0.3,21,13,12,315,0
16.4,43,1.3,40,16,11,438,0
5.6,20,0.9,30,8,18,134,0
6.8,30,2.4,34,8,14,427,0
6.6,30,1.4,24,17,16,155,0
3.3,10,0.9,33,16,12,485,0
6.2,18,1.1,29,10,8,409,0
5.5,14,0.8,4,9,17,311,0
7.8,18,0.6,30,17,12,136,0
16,38,0.8,14,16,11,687,0
2.9,6,1,37,17,12,367,0
11.2,18,0.5,16,6,14,1239,0
7.7,15,0.4,28,9,19,363,0
2,13,2.2,24,16,14,640,0
11.7,47,1.2,5,9,12,318,0
9,9,1,21,10,19,198,0
8.8,25,2.1,32,10,16,274,2
9.9,25,0.3,38,8,16,288,0
11.9,31,0.7,3,9,14,1027,0
7.3,18,0.6,31,8,15,156,2
17.4,19,1.3,18,18,13,2662,0
14.2,29,1.1,36,14,17,168,5
10.7,16,1.1,1,7,14,707,0
6,30,2.1,20,6,19,167,0
14.5,25,3.2,28,15,23,682,0
4.3,29,0.6,29,5,14,141,0
10.8,19,2,4,13,6,288,0
10.6,37,4.5,16,10,19,148,0
4.8,30,1.1,30,14,19,234,0
3.4,12,1.4,31,6,14,184,0
14.4,46,0.7,27,15,18,343,1
6.5,8,1.3,39,14,11,206,0
6.1,23,0.7,30,5,18,233,8
9.4,24,1.7,33,8,19,796,7
9,32,0.4,2,7,11,165,0
13.4,28,1.1,20,19,14,187,0
4.7,14,1.6,1,15,18,240,0
15.4,35,1.5,2,9,18,243,0
3.7,17,1,28,11,19,175,10
0.6,23,2.5,33,9,19,165,0
4.4,11,0.6,23,11,13,195,0
12.5,8,4.4,4,17,17,423,0
9.1,17,0.9,36,6,14,211,0
7,22,0.2,36,10,15,246,0
12.1,38,1.6,31,8,15,239,0
4.1,20,0.4,34,12,17,515,0
3.3,18,0.6,37,6,14,197,5
5.8,12,1.1,15,4,17,131,0
6.4,21,0.8,22,14,14,146,0
9.9,26,0.9,29,10,23,138,3
11,23,0.4,7,16,9,336,0
5.5,8,0.4,23,16,11,350,0
12.7,42,1.5,12,14,24,392,0
9,20,1.7,32,10,14,316,8
8.4,47,4.7,18,8,19,143,0
2.6,12,1.6,11,16,12,128,0
8.8,13,0.3,0,13,12,284,0
7.1,17,1.1,19,15,19,887,0
13.5,39,1.2,17,9,9,391,0
8.1,11,1.6,22,16,19,272,0
8.5,23,1.1,27,14,23,180,0
5.5,31,1,31,8,16,131,6
6.3,22,2.3,38,4,18,141,0
6.4,23,1.9,35,11,14,140,8
6.8,27,0.9,38,15,15,955,0
12.8,18,2,4,16,12,538,0
10.4,40,0.2,40,6,18,174,6
3.6,31,0.5,22,16,19,203,0
9.8,21,0.6,14,9,20,735,0
10,24,2,27,7,18,168,0
4.4,14,0.7,24,8,11,303,0
6.4,21,3.4,5,9,13,258,0
13.2,32,0.9,24,20,14,146,0
5.8,15,1.2,15,9,13,260,0
6.7,14,1.2,1,13,17,397,0
8.1,21,1.3,2,8,19,229,0
9.8,22,2.8,23,7,11,987,0
8.9,29,1.4,7,9,12,180,0
6,15,1,11,8,16,187,0
7.7,35,1.7,33,5,13,366,2
6.7,20,1.1,32,14,11,382,0
4.4,5,0.8,27,15,23,644,0
11.1,20,0.4,7,11,11,1002,0
9.8,39,0.5,10,13,14,552,0
12.4,30,1.4,3,17,19,619,0
4.8,35,0.4,13,15,16,282,0
14.4,65,0.4,5,12,18,158,0
2.8,16,1.9,26,8,13,181,0
11.9,28,2.5,28,17,7,282,0
12.7,25,2.4,26,19,15,798,0
10.4,38,2.3,33,14,19,419,0
5.7,7,0.7,27,8,11,423,0
8.5,51,0.7,8,14,21,169,0
6.6,10,0.4,2,15,11,138,0
7.2,21,1.6,28,8,15,164,0
20.2,75,1.3,14,6,13,270,0
6.6,11,0.4,34,15,16,157,0
0.8,11,0.7,11,7,12,210,0
4.7,8,4.7,28,9,18,192,0
12.5,30,1.3,5,9,19,288,0
7.6,32,0.7,22,8,18,116,0
12.3,36,1.2,33,13,7,956,0
5.8,15,2.3,30,5,13,321,0
15.2,54,1.1,10,14,11,1718,0
3.7,18,1.2,37,9,19,244,10
14.4,23,0.7,21,8,6,1350,0
7.1,19,1.2,18,5,9,367,0
7.2,12,0.9,37,15,16,350,0
9.4,30,0.4,22,4,16,218,0
4.3,16,0.4,6,15,13,412,0
7.2,29,0.9,38,15,16,498,0
8.8,13,0.6,27,17,19,442,0
6.2,16,1.4,5,16,14,455,0
11.9,13,2.8,1,14,14,119,0
8.4,34,0.4,6,9,15,362,0
11.6,25,1.3,12,17,12,421,0
11,30,0.3,28,9,6,273,0
7.9,16,3.4,3,9,17,532,0
8.2,11,1.3,40,17,11,249,0
11.9,16,2.8,33,6,21,664,8
7.4,30,1.6,1,7,17,387,0
8.5,14,2.1,36,13,15,152,6
9.8,33,0.3,40,10,19,143,10
4.8,26,2.4,17,13,19,188,0
16.7,28,1.9,12,17,11,1491,0
0.7,8,2,3,4,10,297,0
13.5,23,1.5,13,8,17,595,0
9.7,31,0.4,2,8,6,533,0
16.5,46,0.6,15,6,16,1016,0
10.5,13,0.9,21,11,19,556,0
5.4,21,2.5,35,9,23,567,9
6.6,11,0.5,15,11,13,475,0
11.4,26,0.7,38,7,17,514,10
8.5,42,1,35,7,16,278,0
6.1,7,0.4,30,7,6,276,0
9.1,16,0.7,19,14,16,644,0
12.4,25,2.1,3,15,18,600,0
4.4,16,0.6,7,6,9,341,0
3.3,17,1.3,2,10,11,172,0
8.8,21,0.7,32,16,1,378,2
11.6,29,0.8,6,14,18,261,0
9.3,43,0.7,11,8,15,220,0
15.8,43,0.5,19,11,8,669,0
7.9,23,1.4,5,16,13,901,0
7,37,1.4,16,16,12,275,0
6,14,0.5,10,8,6,237,0
7.4,25,1.9,39,10,14,787,5
13.6,57,1.6,28,11,7,717,0
8.3,11,1.3,15,10,8,475,0
3.9,27,1.5,8,15,19,283,0
9.9,41,0.9,23,6,8,123,0
8.2,38,0.6,24,13,11,398,0
6.8,20,1.1,25,8,13,492,0
6.8,17,0.5,4,9,17,265,0
2.1,10,0.3,2,11,11,179,0
4.1,18,0.8,17,16,11,509,0
7.5,19,1.8,32,8,11,247,0
5.2,26,0.8,20,20,16,163,0
5.8,24,1.9,27,13,17,117,0
8.7,23,0.5,10,12,13,820,0
5.5,28,2.6,11,19,17,542,0
8.4,6,6.3,33,5,17,219,6
9.2,35,1.4,33,8,14,721,0
5.4,12,0.6,16,7,13,1131,0
11.8,18,0.2,34,12,11,216,0
5.5,18,0.9,14,9,9,311,0
11.1,34,0.8,25,9,15,2023,0
10.4,15,0.7,4,18,11,490,0
2.1,8,0.6,31,11,15,374,10
4.3,20,1.9,15,9,14,141,0
13.3,36,0.4,5,8,16,242,0
10.5,15,0.5,22,15,4,313,0
13.9,26,0.6,27,15,11,754,0
3,11,2.2,27,16,14,499,0
4.3,18,1.6,22,13,12,259,0
11.2,43,0.2,11,6,13,723,0
10.4,44,2.5,8,9,23,260,0
16,68,1,18,14,12,289,0
7.9,25,1.5,28,11,20,341,5
7.3,31,2,8,7,17,286,0
4.9,11,4,12,7,18,847,0
6.8,13,1.7,8,13,10,304,0
0.6,6,1.6,16,8,13,721,0
2.4,14,0.9,10,8,13,125,0
8.1,19,0.8,31,11,16,462,0
4.6,22,1.2,38,10,16,378,0
5.9,12,1.9,9,8,12,216,0
3.9,18,0.4,16,9,11,211,0
3.8,18,0.7,32,5,14,226,0
11.3,35,2.2,23,8,18,204,0
14.9,40,0.7,11,14,20,148,0
4.1,7,4.4,21,12,12,230,0
4.4,16,1.3,14,10,14,273,0
8.1,20,2,1,11,19,761,0
0.7,14,0.4,15,10,11,158,0
4.9,22,2.1,19,9,21,494,0
3,15,2.1,11,6,16,204,0
11,39,0.8,13,17,13,153,0
13.5,24,0.3,37,13,11,245,3
4.8,25,1.4,12,12,16,238,0
5.1,22,1.6,26,22,11,218,0
1,5,0.7,6,10,15,327,0
12,18,0.5,12,13,6,222,0
12,31,1.1,31,13,16,150,0
10.9,18,1,23,18,15,264,0
7,9,1.1,24,11,13,211,0
8.3,18,1.1,23,13,19,125,0
11,31,0.8,27,16,19,413,0
8,14,1.1,9,13,12,348,0
7.2,16,0.5,26,6,17,502,4
11.7,34,0.7,3,14,14,148,0
2,18,0.4,7,8,19,153,0
6.2,7,1.8,17,9,13,329,0
9.7,41,0.5,13,10,16,299,0
5.1,22,2.6,13,7,18,164,0
9.7,11,0.9,31,8,13,542,0
8.1,23,0.5,24,17,15,530,0
5.3,25,2,10,9,12,558,0
13.5,51,0.3,20,9,19,333,0
6.7,24,0.6,21,8,17,160,0
11.8,19,0.5,3,9,6,147,0
5,15,4.5,10,5,16,152,0
10.3,19,1.2,39,13,18,308,3
11.5,26,2.2,5,6,14,666,0
5.6,22,0.5,34,4,19,154,0
3.2,19,0.5,5,16,8,582,0
10.4,27,1,31,6,24,423,0
16.8,50,1.2,23,12,16,969,0
5.8,10,0.9,9,17,11,161,0
4.2,21,2,7,6,18,431,0
7.1,15,0.9,16,15,12,211,0
6,10,1.2,38,11,19,470,0
9.8,24,1.3,4,6,8,814,0
6.8,29,1.6,33,9,15,449,0
7.1,19,1.3,7,8,23,484,0
10.2,15,0.9,36,18,16,893,2
8.2,10,0.4,16,11,13,145,0
8,11,1.5,22,13,11,575,0
9.6,16,0.4,29,14,9,238,0
0.9,18,0.7,20,13,12,285,0
13.5,46,1.9,16,16,15,347,0
2.4,20,0.8,37,7,16,733,0
9.3,33,2.4,38,6,13,459,8
9.4,30,0.5,39,16,12,150,0
4.9,16,1.6,37,10,11,203,0
18.2,103,0.5,24,5,15,159,0
7.6,20,0.3,12,4,13,327,0
5,17,1.7,26,10,12,246,8
10.5,13,0.6,12,14,18,273,0
9.6,30,1.1,35,12,14,357,9
10.5,16,1.1,39,6,15,235,0
8.5,22,0.8,14,11,7,415,0
3.6,18,0.3,25,15,11,270,0
10.3,37,1.5,12,6,16,451,0
9.3,49,1.1,15,7,16,335,0
11.7,23,1.1,0,4,12,536,0
0.3,16,1,23,8,24,130,0
11.7,30,2,30,17,12,213,0
11.3,33,0.8,20,9,12,229,0
14.2,32,1,7,8,7,161,0
3.9,18,1.4,18,9,16,307,0
5.2,20,0.5,21,13,13,165,0
9.1,22,0.6,5,6,8,303,0
10.4,49,6,15,8,13,265,0
10.3,16,2.5,15,12,15,456,0
7.2,37,1.2,9,9,14,663,0
7.9,11,0.9,12,7,24,195,0
9.7,27,1.4,13,15,13,290,0
12.3,33,1.7,30,16,14,663,0
6.8,11,0.6,8,17,11,704,0
12.1,21,0.7,16,11,13,163,0
7.3,14,0.7,1,16,19,335,0
3.2,23,1.4,22,17,12,249,0
9,24,1.7,6,10,11,236,0
16,26,0.8,39,12,17,528,5
8.1,31,2.8,38,17,22,182,0
10.2,14,1.3,6,9,7,266,0
5.2,21,0.9,10,6,24,653,0
8.8,22,1.5,12,18,11,387,0
10.1,34,1.6,28,18,18,353,0
10.8,28,0.6,26,13,18,285,5
8.3,22,2.8,24,7,2,510,0
20.4,56,0.7,25,8,19,534,0
10.7,38,0.5,30,4,16,289,0
2.6,22,0.7,32,14,15,251,0
3.7,20,2,38,5,17,429,7
3.6,9,1.1,20,6,13,143,0
8.2,32,0.4,4,11,11,230,0
5.9,10,0.5,4,6,12,412,0
12.3,35,1.1,2,17,13,589,0
9.5,36,0.9,32,8,14,443,1
8.1,31,3.4,15,7,20,342,0
1.9,24,0.8,12,5,13,205,0
14.9,56,0.8,22,9,15,404,0
10.1,31,2,20,7,23,145,0
6.4,21,2.1,32,15,13,414,0
16.4,42,0.6,3,8,18,746,0
9,22,1.1,29,7,19,674,0
8.1,28,0.7,18,9,5,523,0
9.3,13,0.3,18,15,23,165,0
4.4,11,0.2,35,15,19,276,3
12.9,55,0.7,34,7,15,261,0
11.5,17,0.5,8,7,11,1899,0
3.3,13,1.8,9,7,13,375,0
19.1,75,5.3,25,9,18,284,0
8.6,44,0.9,12,9,4,218,0
10.5,15,0.8,31,17,18,335,8
25.4,42,2.5,27,4,16,4027,0
11,19,1.7,19,16,19,796,0
1.7,8,0.6,27,13,11,255,0
0.5,24,0.6,27,11,18,247,9
8.4,18,0.4,10,8,14,638,0
3,34,0.4,37,17,20,290,0
2,14,0.6,6,10,11,220,0
4.2,11,1.1,24,9,12,538,0
9.3,17,0.5,38,7,6,229,0
5.3,31,1,2,6,12,355,0
7.7,17,1.8,3,8,19,702,0
8.6,24,1.7,37,16,7,313,0
10.2,15,1.3,27,14,13,254,0
7.7,23,0.9,16,8,22,1438,0
6,10,0.8,10,18,19,1185,0
10.6,15,1.5,29,9,17,1903,0
11.3,30,2,30,15,16,144,9
11.9,36,1,28,10,13,163,6
9.1,31,0.6,34,15,20,803,0
2.4,18,0.4,19,9,15,326,0
4.6,23,0.6,18,8,17,300,0
23.2,66,2.2,23,11,14,1627,0
6.9,30,2.2,27,8,11,277,0
6.7,19,0.3,6,15,17,132,0
1.6,8,1.1,3,9,15,131,0
5.7,16,0.3,6,16,17,349,0
9,21,1.2,21,15,20,150,0
7,14,1.1,11,16,16,328,0
7.3,29,0.6,1,15,10,799,0
7.8,26,1.3,1,10,6,325,0
13.3,17,1.2,2,14,11,1915,0
8.7,9,1,39,8,9,977,0
0.5,15,2,35,8,14,199,0
8.5,31,1.3,11,5,14,705,0
12.6,30,0.6,34,5,19,529,0
12.2,47,0.6,22,17,14,261,0
10.5,38,1.9,20,1,8,165,0
5.9,21,0.8,12,16,17,547,0
10,23,1.3,37,5,13,415,3
7,18,0.9,27,15,17,359,0
10.5,28,0.7,6,8,19,242,0
10.3,21,2.4,3,7,13,860,0
7.3,11,0.7,29,16,20,389,0
7.6,22,0.8,0,15,20,465,0
9,25,0.3,6,11,16,529,0
8.2,11,0.2,24,4,12,180,0
7.7,28,0.6,38,13,11,150,0
10.2,23,0.7,20,17,15,455,0
8.7,24,1.3,34,10,4,1197,0
9.5,24,0.3,1,15,13,612,0
18.7,34,2.5,32,7,8,915,10
6.6,28,0.7,31,13,12,234,0
7.8,25,2.3,29,7,16,210,0
4.2,13,1.5,3,5,18,528,0
4.2,11,1.5,7,18,18,294,0
7.6,11,1.8,34,6,16,352,6
2.7,20,0.7,37,8,18,349,0
4.4,9,0.5,38,11,13,216,3
7.3,17,1.1,25,7,19,549,0
12.8,16,1.3,3,14,24,806,0
7.7,10,1.3,13,17,17,1399,0
16.4,48,3.1,28,8,19,641,0
9.8,18,1,12,7,19,389,0
6.8,22,2,31,14,7,275,0
7.3,17,0.5,24,15,13,276,0
4.5,17,1.9,20,9,17,159,0
8.9,48,1.7,37,9,17,330,0
10.3,28,1,38,14,8,391,0
4.8,14,0.6,24,8,11,171,0
6.7,11,0.5,30,10,12,195,9
11.1,28,0.8,2,15,23,598,0
13.6,44,0.3,22,8,13,344,0
1.6,15,3,13,8,21,135,0
2.9,8,0.8,20,16,15,610,0
22.1,82,0.9,30,15,18,154,0
3.9,21,3.3,22,7,10,321,0
10.2,11,1.6,33,11,19,677,1
12,34,0.8,14,10,12,270,0
6.3,11,2,11,8,13,149,0
6.4,6,0.6,26,10,7,264,0
14.8,58,1.6,24,9,18,131,0
7.9,13,2,9,16,19,396,0
9.4,34,1.4,38,5,12,218,2
8.2,24,0.7,9,15,15,194,0
4.3,21,1.2,24,8,16,530,0
10.2,22,0.8,23,18,16,533,0
3.6,15,0.4,35,13,13,698,0
7.1,14,0.9,1,5,16,187,0
8.7,13,0.4,8,7,15,238,0
4.3,14,0.9,4,7,17,243,0
12.3,11,0.5,31,16,12,723,5
8.5,28,0.3,35,6,23,278,0
8.3,25,0.7,12,9,21,229,0
10.6,21,1.5,18,13,17,547,0
2.8,30,1.3,2,11,19,232,0
9.5,17,0.9,5,16,11,260,0
9.7,10,1.7,16,16,12,214,0
12.2,28,1.9,21,17,14,497,0
8.2,14,2.3,3,6,14,1890,0
3.8,9,2.1,10,5,14,275,0
3.3,15,0.4,13,8,6,463,0
10.5,21,3.2,37,8,15,458,0
9.3,37,0.5,25,17,17,135,0
0.8,28,0.4,12,7,16,193,0
6.3,16,2.3,29,8,14,212,0
3,12,2.1,5,8,19,197,0
4.3,21,3,24,11,11,214,0
9.2,44,1.1,9,8,11,242,0
4.4,14,1.9,24,18,12,279,0
11.2,26,0.5,9,7,14,199,0
14.2,31,2.1,14,15,6,213,0
2.4,13,1.4,14,12,19,176,0
11.5,25,3.2,21,18,11,238,0
3.2,16,1.8,19,3,12,227,0
8.2,19,0.8,13,11,17,175,0
5.6,25,1.8,37,16,19,157,0
5,15,4,35,9,15,233,3
7.2,17,1.3,30,18,14,330,3
11.7,33,0.5,16,6,12,650,0
7.2,41,0.9,32,7,19,129,0
5.2,26,1.6,2,17,12,420,0
0.7,21,0.9,15,10,19,188,0
11.7,20,0.9,24,14,16,286,0
4.4,32,0.8,13,10,17,288,0
6.7,27,1.5,7,16,12,244,0
6.6,16,2.6,39,9,12,655,0
8.7,37,0.7,31,13,12,195,0
10.6,18,0.4,7,7,21,1862,0
8.6,18,1.2,7,14,15,719,0
7.4,33,0.5,4,4,16,337,0
3.3,16,1.4,1,10,15,343,0
9.8,16,1.1,2,11,17,131,0
4.5,8,0.7,13,6,17,157,0
20.3,52,0.3,35,10,19,816,0
7.2,33,0.9,36,16,13,198,0
7.3,17,2.6,28,8,13,378,0
14.5,15,0.4,12,11,14,2446,0
4.1,21,0.8,21,8,14,215,0
10.9,50,2.8,13,12,21,351,0
15.6,23,1.3,9,9,17,1870,0
8.2,38,2,37,7,19,414,0
9.6,15,0.7,22,19,8,146,0
11.4,25,0.4,17,19,19,610,0
2,8,0.8,9,14,9,755,0
7.6,13,0.6,34,9,12,388,0
9.5,24,0.6,3,18,11,320,0
7,41,1,39,8,18,499,0
9.6,17,0.2,17,8,21,1161,0
4.4,12,2.3,9,6,6,207,0
8.5,25,0.8,11,7,17,578,0
7.8,22,0.4,2,9,16,333,0
9.7,16,1,1,14,24,559,0
7.8,17,2.6,28,19,11,274,0
6.9,25,0.5,2,15,18,250,0
3.7,29,2,32,7,19,330,0
2.9,11,1.4,17,11,12,314,0
8.5,23,0.7,29,17,14,303,0
3.7,10,2,20,8,12,181,0
8.9,15,0.9,6,14,12,459,0
4.4,17,0.5,8,12,16,198,0
3.2,18,1.7,35,7,20,275,0
9.3,25,4.9,4,15,12,749,0
8.7,22,2.3,26,10,14,709,10
0.3,18,0.5,35,7,7,316,0
8.3,27,1.3,19,6,11,183,0
1.8,13,0.5,5,16,14,132,0
1.6,21,2.8,14,7,14,223,0
11.2,32,0.7,15,9,12,205,0
17.3,38,2.3,7,14,9,360,0
8.7,30,0.9,23,12,18,141,0
3.9,29,0.6,13,2,14,315,0
4,18,1.2,0,6,16,212,0
5.3,19,0.8,40,7,19,242,0
5.9,22,0.9,10,12,18,151,0
4.1,16,0.3,35,15,16,203,0
9.3,33,1,25,7,2,225,0
10.3,25,0.6,0,20,16,245,0
3.8,22,2.6,24,8,11,137,0
16.6,40,0.6,16,17,14,172,0
10.9,26,0.4,37,6,6,276,0
11,20,1.8,10,7,17,1023,0
9.2,16,0.9,17,8,19,196,0
11.6,20,0.3,7,6,17,565,0
8.8,24,0.5,21,8,14,309,0
9.2,22,1.6,15,16,12,274,0
7.9,11,1.7,27,16,16,155,0
2.2,16,0.9,1,7,17,253,0
8.8,11,1.3,30,15,22,270,0
29.9,47,1.7,38,11,22,5216,0
1.1,18,0.4,14,12,12,270,0
7.8,30,0.6,33,15,9,227,2
12.7,41,0.7,37,5,18,370,0
4.2,19,0.7,20,7,16,487,0
12.4,34,4.7,21,15,18,1019,0
10.3,21,2.5,10,7,19,292,0
8.4,27,2,3,6,11,500,0
11.6,27,1.6,10,10,18,175,0
9.1,38,1.8,10,8,13,292,0
11.5,21,0.7,15,6,17,507,0
7.9,24,0.9,31,16,16,651,2
9.8,17,1.6,11,9,17,565,0
7.2,18,0.7,6,8,15,405,0
9.6,26,0.7,15,19,22,657,0
6.4,21,1.1,18,13,19,446,0
9.3,29,2.8,24,7,11,207,0
9.6,34,0.5,13,14,16,183,0
2.4,14,0.7,18,5,15,524,0
10.3,37,0.7,1,16,11,255,0
7.4,26,1,2,7,11,501,0
2.8,23,1.7,5,11,17,153,0
4.3,18,1.7,29,8,13,422,0
9.7,41,3.7,2,14,13,667,0
5.6,14,2.9,7,15,13,427,0
7.7,10,1.8,16,13,15,212,0
8.8,18,0.6,9,14,16,571,0
13.9,21,1,32,4,13,513,5
13.3,31,2.1,31,11,11,151,0
0.6,17,0.9,20,7,17,494,0
17.5,38,0.5,31,11,11,329,0
8.9,15,1.5,5,13,24,885,0
6.5,22,1.2,38,14,15,297,0
2.9,21,0.9,10,9,20,192,0
7.3,24,1,39,18,14,199,6
6.8,19,0.7,33,10,12,187,0
5.6,16,0.9,34,13,13,222,0
17.9,39,2,5,17,14,1035,0
17.7,26,0.9,27,18,17,2906,0
